Unnamed: 0,id,nome_do_alimento,categoria,calorias,proteinas,carboidratos,gorduras,gorduras_saturadas,fibras,colesterol,gorduras_trans,gorduras_monoinsaturadas,gorduras_polinsaturadas
12519,12520,salmao rosa enlatado (com pele e ossos),Fish,138.0,23.1,0.0,5.02,0.895,0.0,83.0,0.027,0,1507.0
12520,12521,salmao rosa enlatado em salmoura escorrido,No category,138.384474,20.7,0.0,6.2,1.4,0.0,74,63.1,2.15,1.93
12521,12522,salmao seco,Fish,397.0,64.06,0.0,13.75,2.531,0.0,144.0,0,0,2534.0
12522,12523,salmao selvagem do atlantico (cozido),Fish,182.0,25.44,0.0,8.13,1.257,0.0,71.0,0,0,3256.0
12523,12524,salmao selvagem do atlantico (cru),Fish,142.0,19.84,0.0,6.34,0.981,0.0,55.0,0,0,2539.0
12524,12525,salmao sem pele fresco cru,Pescados e frutos do mar,169.781579910556,19.2520833333333,0,9.709,2.47233333333333,0,53.027,1.22233333333333,2.9,3.13266666666667
12525,12526,salmao sem pele fresco grelhado,Pescados e frutos do mar,242.706569487095,26.1416666666667,0,14.5323333333333,3.57866666666667,0,72.8156666666667,1.61366666666667,4.14566666666667,4.97933333333333
12526,12527,salmao sockeye cozido,Fish,156.0,26.48,0.0,5.57,0.969,0.0,61.0,0.023,0,1327.0
12527,12528,salmao sockeye enlatado,Fish,158.0,26.33,0.0,5.87,1.211,0.0,66.0,0.032,0,1551.0
12528,12529,salmao sockeye enlatado (com ossos),Fish,153.0,20.47,0.0,7.31,1.644,0.0,44.0,0,0,2277.0
12529,12530,salmao sockeye enlatado (com pele e ossos),Fish,153.0,20.63,0.0,7.17,1.46,0.0,67.0,0.041,0,1744.0
12530,12531,salmao vermelho enlatado em salmoura escorrido,No category,147.466702,24.4,0.0,5.5,1.14,0.0,63,22.11,2.06,1.67
12531,12532,salmonberry cru (nativo do alasca),American Indian,47.0,0.85,10.05,0.33,0,1.9,0,0,0,0
12532,12533,salmoura enlatada amarela doce de milho pacote regular de solidos e liquidos,Vegetables,61.0,1.95,13.86,0.77,0.077,1.7,0.0,0.0,0,233.0
12533,12534,salpicao,No category,202.853,14.261,3.934,14.414,2.68,0.551,114.279,0,4.015,6.351
12534,12535,salpicao de frango,Alimentos preparados,147.864596134027,13.925,4.56899999999999,7.84066666666667,1.339,0.41,52.5236666666667,1.13766666666667,2.08066666666667,3.99766666666667
12535,12536,salsa,Vegetables,36.0,2.97,6.33,0.79,0.132,3.3,0.0,0.0,0,124.0
12536,12537,salsa continental fresca crua,No category,35.8509,3.9,1.1,0.7,0.0,5.0,0,0.0,0.0,0.0
12537,12538,salsa crespa fresca crua,No category,22.944576,1.9,0.4,0.2,0.0,5.8,0,0.0,0.0,0.0
12538,12539,salsa crua,"Verduras, hortaliças e derivados",33.4241115942029,3.25724637681159,5.70608695652174,0.61,0.081333333333333,1.85,0,1.77666666666667,Tr,0.195666666666667
12539,12540,salsa liofilizada,Vegetables,271.0,31.3,42.38,5.2,0,32.7,0.0,0.0,0,0
12540,12541,salsao,Vegetables,14.0,0.69,2.97,0.17,0.042,1.6,0.0,0.0,0,79.0
12541,12542,salsao (aipo) refogado(a),Refogado(a),18,0.83,4,0.16,0.04,1.6,0,0,0.03,0.075
12542,12543,salsicha almoco (carne suina e bovina),Meats,260.0,15.38,1.58,20.9,7.62,0.0,64.0,0,0,2050.0
12543,12544,salsicha batatas e legumes exceto cenouras brocolis e folhas verde-escuras; molho,Meats,128.0,3.78,12.78,7.12,1.737,1.3,13.0,0,0,1944.0
12544,12545,salsicha batatas e legumes incluindo cenouras brocolis e/ou folhas verde-escuras; molho,Meats,127.0,3.73,11.61,7.53,1.789,1.4,13.0,0,0,2117.0
12545,12546,salsicha borrego aromatizada frita sem adicao de gordura,No category,226.099676,15.6,4.9,16.1,7.43,0.4,56,423.21,5.99,0.69
12546,12547,salsicha borrego simples frita sem adicao de gordura,No category,226.099676,15.6,4.9,16.1,7.43,0.4,56,423.21,5.99,0.69
12547,12548,salsicha carne bovina frita sem adicao de gordura,No category,226.338682,16.4,4.0,16.2,7.59,0.4,56,425.13,6.74,0.37
12548,12549,salsicha carne bovina grelhada sem adicao de gordura,No category,217.734466,17.2,3.8,14.9,6.99,0.2,62,387.77,6.21,0.33
12549,12550,salsicha carne crua,No category,235.898922,14.5,2.9,18.7,8.67,0.0,51,509.6,7.76,0.5
12550,12551,salsicha carne e aves cozidas cozidas,Meats,298.0,10.31,4.96,26.28,8.216,0.0,84.0,0.237,0,5713.0
12551,12552,salsicha chourico cru,No category,282.744098,20.1,1.2,22.1,8.0,0.5,140,249.29,9.87,2.49
12552,12553,salsicha chourico frito sem gordura adicionada,No category,297.56247,21.2,1.3,23.3,8.42,0.5,147,262.41,10.39,2.62
12553,12554,salsicha com molho a base de tomate,Meats,234.0,13.28,2.58,19.09,6.166,0.4,60.0,0,0,3602.0
12554,12555,salsicha de carne de porco e carne de peru com baixo teor de gordura defumada,Meats,101.0,8.0,11.54,2.5,0.85,0.6,21.0,0,0,329.0
12555,12556,salsicha de carne fresca cozida,Meats,332.0,18.21,0.35,27.98,10.905,0.0,82.0,1.44,0,663.0
12556,12557,salsicha de carne pre-cozida,Meats,327.0,12.9,4.61,28.22,11.298,0.0,60.0,1.179,0,1795.0
12557,12558,salsicha de carne suina e bovina fresca cozida,Meats,396.0,13.8,2.7,36.25,12.96,0.0,71.0,0,0,3900.0
12558,12559,salsicha de figado de porco brunswick,Meats,327.0,14.5,3.1,28.5,9.307,0.0,180.0,0,0,3193.0
12559,12560,salsicha de figado oscar mayer brunswick (fatiada),Meats,331.0,14.25,2.6,29.35,10.94,0.2,178.0,0,0,3730.0
12560,12561,salsicha de peru fresca crua,Meats,155.0,18.79,0.47,8.08,1.963,0.0,75.0,0.35,0,2386.0
12561,12562,salsicha de sanduiche de bolo grelhado,Fast Foods,318.0,8.41,31.25,17.76,5.363,1.0,24.0,0.956,0,2414.0
12562,12563,salsicha de sangue,Meats,379.0,14.6,1.29,34.5,13.4,0.0,120.0,0,0,3460.0
12563,12564,salsicha de verao carne de porco e palitos de carne com queijo cheddar,Meats,426.0,19.43,1.82,37.91,10.47,0.2,89.0,0,0,3020.0
12564,12565,salsicha doce italiana,Meats,149.0,16.13,2.1,8.42,3.257,0.0,30.0,0,0,493.0
12565,12566,salsicha e arroz com molho de queijo,Meats,151.0,6.32,13.94,7.61,3.298,0.2,21.0,0,0,1070.0
12566,12567,salsicha e arroz com molho de tomate,Meats,134.0,4.63,16.4,5.49,1.56,0.7,13.0,0,0,1294.0
12567,12568,salsicha e legumes excluindo cenouras brocolis e folhas verde-escuras; sem batatas molho a base de tomate,Meats,120.0,5.62,6.94,8.34,2.358,1.6,20.0,0,0,1990.0
12568,12569,salsicha e legumes incluindo cenouras brocolis e/ou folhas verde-escuras; sem batatas molho a base de tomate,Meats,113.0,5.56,4.94,8.34,2.357,1.7,20.0,0,0,1989.0
12569,12570,salsicha e macarrao com creme ou molho branco,Meats,154.0,5.91,14.82,7.92,2.278,0.6,28.0,0,0,1813.0
12570,12571,salsicha e pimentao sem molho,Meats,267.0,14.69,4.86,20.71,7.72,0.4,43.0,0,0,2687.0
12571,12572,salsicha em conserva,No category,269.08,8.299,0.268,25.806,8.278,0.006,46.448,0,11.136,4.527
12572,12573,salsicha estilo vegetariano adicionado de fe zn e vitamina b12 cru,No category,192.877842,19.0,7.4,9.4,0.85,1.5,0,21.62,5.56,2.1
12573,12574,salsicha estilo vegetariano frita sem gordura adicionada,No category,202.916094,20.0,7.8,9.9,0.9,1.6,0,22.76,5.85,2.21
12574,12575,salsicha estilo vegetariano nao enriquecido cru,No category,192.877842,19.0,7.4,9.4,0.85,1.5,0,21.62,5.56,2.1
12575,12576,salsicha frango aromatizado frito sem adicao de gordura,No category,201.004046,18.2,4.9,12.0,3.67,0.6,90,68.4,6.11,1.55
12576,12577,salsicha frango ou peru a italiana com baixo teor de sodio,Meats,183.0,21.43,14.25,4.46,0.893,0.0,36.0,0.018,0,1526.0
12577,12578,salsicha frango simples frita sem gordura adicionada,No category,201.004046,18.2,4.9,12.0,3.67,0.6,90,68.4,6.11,1.55
12578,12579,salsicha italiana,Meats,344.0,19.12,4.27,27.31,10.195,0.1,57.0,0,0,3518.0
12579,12580,salsicha italiana de porco crua,Meats,290.0,13.9,2.97,24.26,8.615,0.0,69.0,0.115,0,4386.0
12580,12581,salsicha italiana porco cozida,Meats,324.0,18.4,1.86,26.4,9.028,0.0,81.0,0.096,0,4928.0
12581,12582,salsicha jimmy dean ovo e queijo biscoito cafe da manha congelado nao preparado,Prepared Meals,328.0,9.29,21.07,22.9,8.595,2.0,85.0,0.177,0,3881.0
12582,12583,salsicha kielbasa (cozida),Meats,333.0,12.36,4.78,29.43,9.487,0.0,73.0,0.297,0,5458.0
12583,12584,salsicha macarrao e legumes excluindo cenouras brocolis e folhas verde-escuras; molho a base de tomate,Meats,131.0,5.26,15.34,5.69,1.535,1.4,25.0,0,0,1385.0
12584,12585,salsicha macarrao e legumes incluindo cenouras brocolis e/ou folhas verde-escuras; molho a base de tomate,Meats,127.0,5.22,14.19,5.69,1.534,1.5,25.0,0,0,1384.0
12585,12586,salsicha molho,Meats,163.0,6.67,7.31,11.96,4.009,0.1,25.0,0,0,2344.0
12586,12587,salsicha no varejo,No category,321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12587,12588,salsicha no varejo ao alho e oleo,Ao alho e óleo,321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12588,12589,salsicha no varejo assado(a),Assado(a),321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12589,12590,salsicha no varejo com manteiga/oleo,Com manteiga/óleo,321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12590,12591,salsicha no varejo cozido(a),Cozido(a),321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12591,12592,salsicha no varejo cru(a),Cru(a),321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12592,12593,salsicha no varejo ensopado,Ensopado,321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12593,12594,salsicha no varejo frito(a),Frito(a),321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12594,12595,salsicha no varejo grelhado(a)/brasa/churrasco,Grelhado(a)/brasa/churrasco,321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12595,12596,salsicha no varejo light frito(a),Frito(a),154,11,4.4,10,3.692,0,44,0,4.75,0.937
12596,12597,salsicha no varejo molho branco,Molho branco,321.6,11.304,3.236,29.036,10.373,0.3,56.8,0,13.749,3.135
12597,12598,salsicha no varejo molho vermelho,Molho vermelho,289.431,8.555,4.735,26.095,10.223,0.043,49.189,0,10.716,2.494
12598,12599,salsicha no varejo refogado(a),Refogado(a),321.051,9.719,3.605,29.509,10.863,0,52.946,0,12.599,2.976
12599,12600,salsicha ou cachorro quente carne com reducao de gordura ou light,Meats,127.0,16.32,8.84,2.95,1.021,0.1,46.0,0,0,379.0
12600,12601,salsicha ou cachorro quente carne e aves,Meats,292.0,10.23,5.28,25.45,7.982,0.0,82.0,0,0,5669.0
12601,12602,salsicha ou cachorro quente carne e aves sem gordura,Meats,115.0,13.16,11.8,1.67,0.526,0.0,43.0,0,0,368.0
12602,12603,salsicha ou cachorro-quente bovino e suino,Meats,292.0,10.23,5.28,25.45,7.982,0.0,82.0,0,0,5669.0
12603,12604,salsicha ou cachorro-quente bovino e suino com reducao de gordura ou light,Meats,292.0,10.23,5.28,25.45,7.982,0.0,82.0,0,0,5669.0
12604,12605,salsicha ou cachorro-quente com pimenta sem pao,Meats,213.0,8.86,8.4,15.77,6.345,1.7,34.0,0,0,756.0
12605,12606,salsicha ovo e queijo biscoito de cafe da manha,Prepared Meals,324.0,9.54,21.57,22.13,8.595,2.0,78.0,0.177,0,3881.0
12606,12607,salsicha peru cafe da manha links suave,Meats,174.0,15.91,3.18,10.39,2.821,0.0,76.0,0.127,0,3003.0
12607,12608,salsicha peru defumado quente,Meats,158.0,15.05,4.65,8.75,3.401,0.3,53.0,0,0,1572.0
12608,12609,salsicha porco frita sem gordura adicionada,No category,258.843498,16.5,4.5,19.4,7.87,1.4,60,441.18,9.1,1.6
12609,12610,salsicha porco peru e bovinos com reducao de sodio,Meats,284.0,10.71,0.11,26.79,10.714,0.1,70.0,0.718,0,1484.0
12610,12611,salsicha salgada ou cachorro quente carnes e aves com reducao de gordura ou light,Meats,127.0,16.32,8.84,2.95,1.021,0.1,46.0,0,0,379.0
12611,12612,salsicha sem carne,Beans and Lentils,233.0,19.61,7.7,13.73,1.653,3.9,0.0,0.0,0,5415.0
12612,12613,salsichas e arroz com molho de cogumelos,Meats,142.0,4.85,16.8,6.01,1.772,0.4,14.0,0,0,1684.0
12613,12614,salsichas e legumes enlatados,No category,67.638698,4.0,7.8,2.1,0.86,0.9,20,65.84,0.91,0.15
12614,12615,salsichas ou cachorros-quentes com molho a base de tomate,Meats,238.0,8.94,3.77,20.71,8.423,0.4,43.0,0,0,842.0
12615,12616,salsichas ou cachorros-quentes e chucrute,Meats,212.0,7.93,3.57,18.28,7.446,1.1,38.0,0,0,738.0
12616,12617,salsichas vienenses estufadas com batatas a moda porto-riquenha,Meats,215.0,5.09,13.1,16.12,3.782,1.7,28.0,0,0,3787.0
12617,12618,salsif (ostra vegetal) cru,Vegetables,82.0,3.3,18.6,0.2,0,3.3,0.0,0.0,0,0
12618,12619,salsify cozido cozido escorrido com sal,Vegetables,68.0,2.73,15.36,0.17,0,3.1,0.0,0.0,0,0
12619,12620,salsify cozido cozido escorrido sem sal,Vegetables,68.0,2.73,15.36,0.17,0.041,3.1,0.0,0.0,0,74.0
12620,12621,salvia seca,No category,315.48792,10.6,20.4,12.8,7.03,40.3,0,0.0,1.79,1.68
12621,12622,salvia terrestre,Spices and Herbs,315.0,10.63,60.73,12.75,7.03,40.3,0.0,0,0,1760.0
12622,12623,samambaia cozida com sal,Vegetables,40.0,0.29,10.78,0.07,0,3.7,0.0,0.0,0,0
12623,12624,samambaia cozida sem sal,Vegetables,40.0,0.29,10.98,0.07,0.009,3.7,0.0,0.0,0,34.0
12624,12625,samambaias fiddlehead,Vegetables,34.0,4.55,5.54,0.4,0,0,0.0,0.0,0,0
12625,12626,samambaias fiddlehead congeladas despreparadas,Vegetables,34.0,4.31,5.74,0.35,0,0,0.0,0.0,0,0
12626,12627,sanduiche classico de rosbife arbys,Fast Foods,242.0,15.17,22.21,10.3,3.399,1.3,30.0,0.389,0,1762.0
12627,12628,sanduiche congelado de iogurte,Dairy and Egg Products ,212.0,4.64,37.68,5.13,2.766,0.4,2.0,0,0,478.0
12628,12629,sanduiche cubano com pate,Fast Foods,274.0,17.79,22.66,12.01,3.836,0.8,36.0,0,0,2563.0
12629,12630,sanduiche da meia-noite com pasta,Fast Foods,235.0,17.26,20.13,9.0,3.182,0.7,37.0,0,0,1607.0
12630,12631,sanduiche de alface e tomate com bacon e pasta,Fast Foods,207.0,7.46,21.2,10.28,2.384,1.6,14.0,0,0,4346.0
12631,12632,sanduiche de atum derretido,Fast Foods,232.0,10.62,17.06,13.53,3.204,1.0,26.0,0,0,6485.0
12632,12633,sanduiche de bacon com pasta,Fast Foods,356.0,17.12,30.51,17.85,5.137,1.6,36.0,0,0,5294.0
12633,12634,sanduiche de bacon e queijo com pasta,Fast Foods,313.0,13.44,26.22,16.9,7.356,1.2,43.0,0,0,3189.0
12634,12635,sanduiche de baunilha frozen novelties klondike slim-a-bear,Sweets,239.0,3.9,42.75,5.85,3.25,4.3,4.0,0,0,0
12635,12636,sanduiche de bife e queijo simples em rolo,Fast Foods,248.0,19.7,18.13,10.24,4.328,0.6,54.0,0,0,956.0
12636,12637,sanduiche de bife simples em biscoito,Fast Foods,287.0,13.63,36.63,9.37,1.851,0.9,26.0,0,0,2914.0
12637,12638,sanduiche de bife simples em rolo,Fast Foods,232.0,21.64,16.5,8.12,2.818,0.6,55.0,0,0,853.0
12638,12639,sanduiche de biscoito de sorvete,Dairy and Egg Products,240.0,3.7,39.6,7.4,1.663,1.2,6.0,0,0,847.0
12639,12640,sanduiche de bolo de caranguejo no pao,Fast Foods,234.0,12.65,21.59,10.42,1.801,0.8,66.0,0,0,5119.0
12640,12641,sanduiche de bolo grelhada ovo queijo e bacon,Fast Foods,272.0,12.03,26.19,13.19,4.121,0.8,147.0,0.903,0,1331.0
12641,12642,sanduiche de bolonha com pate,Fast Foods,301.0,10.47,32.9,13.79,4.008,1.7,21.0,0,0,3669.0
12642,12643,sanduiche de bolonha e queijo com pasta,Fast Foods,302.0,11.83,27.09,16.03,6.165,1.3,35.0,0,0,3021.0
12643,12644,sanduiche de carne assada com molho,Fast Foods,221.0,11.99,13.92,12.78,5.073,0.8,32.0,0,0,813.0
12644,12645,sanduiche de carne assada com queijo,Fast Foods,326.0,18.07,17.3,19.96,8.597,0.9,55.0,0,0,1182.0
12645,12646,sanduiche de carne assada simples,Fast Foods,244.0,15.17,22.21,10.3,3.399,1.3,30.0,0.389,0,1762.0
12646,12647,sanduiche de carne bife em flocos formado em fatias finas,Meats,329.0,18.41,0.0,27.81,11.69,0.0,73.0,0,0,992.0
12647,12648,sanduiche de carne de porco,Meats,235.0,7.66,11.94,17.34,5.977,0.2,38.0,0,0,2565.0
12648,12649,sanduiche de carne de porco com molho,Fast Foods,149.0,10.91,16.51,3.96,1.257,0.9,25.0,0,0,731.0
12649,12650,sanduiche de carne de porco em rolo branco com picles de cebola e molho barbecue,Fast Foods,223.0,13.65,26.52,6.46,2.182,0.9,37.0,0,0,1200.0
12650,12651,sanduiche de carne e aves com salsicha ou cachorro-quente simples em pao de trigo,Fast Foods,286.0,10.38,19.2,18.56,5.582,1.3,55.0,0,0,4334.0
12651,12652,sanduiche de carne e aves de salsicha ou cachorro-quente simples em pao multigraos,Fast Foods,279.0,9.95,22.63,16.87,5.074,1.7,46.0,0,0,3677.0
12652,12653,sanduiche de carne enlatada,Fast Foods,206.0,14.31,19.87,7.28,2.74,1.3,34.0,0,0,896.0
12653,12654,sanduiche de carne estilo fajita com queijo no pao pita com alface e tomate,Fast Foods,160.0,9.1,15.34,6.91,2.754,1.2,19.0,0,0,1327.0
12654,12655,sanduiche de carne nfs,Fast Foods,190.0,11.93,18.68,7.33,2.236,0.6,23.0,0,0,2743.0
12655,12656,sanduiche de churrasco de carne de porco ou sloppy joe no pao,Fast Foods,209.0,11.6,30.17,4.2,1.219,0.8,27.0,0,0,772.0
12656,12657,sanduiche de churrasco de carne ou sloppy joe no pao,Fast Foods,233.0,10.28,32.93,6.26,2.095,0.9,23.0,0,0,730.0
12657,12658,sanduiche de churrasco de frango,Fast Foods,222.0,17.14,26.14,4.91,1.241,1.3,40.0,0,0,1492.0
12658,12659,sanduiche de cookies de aveia com recheio de creme,Baked Foods,398.0,2.61,55.62,18.29,5.226,2.6,0.0,0.0,0,7434.0
12659,12660,sanduiche de cookies de baunilha com recheio de creme,Baked Foods,483.0,4.5,72.1,20.0,2.979,1.5,0.0,0,0,7551.0
12660,12661,sanduiche de file de frango crocante fast food com alface e maionese,Fast Foods,276.0,10.94,27.4,13.59,2.461,1.4,29.0,0.078,0,5631.0
12661,12662,sanduiche de file de frango estilo caseiro wendys,Fast Foods,214.0,13.78,21.55,8.1,1.618,1.3,31.0,0,0,3086.0
12662,12663,sanduiche de file de frango grelhado com queijo em pao integral com alface tomate e pate tipo sem maionese,Fast Foods,198.0,16.13,19.46,6.46,2.318,2.7,42.0,0,0,1442.0
12663,12664,sanduiche de file de frango grelhado em pao integral com alface tomate e pate,Fast Foods,204.0,16.17,19.64,7.0,1.317,3.0,37.0,0,0,3376.0
12664,12665,sanduiche de file de frango grelhado no pao de farelo de aveia com molho de tomate e alface,Fast Foods,201.0,16.48,16.92,7.04,1.301,1.6,39.0,0,0,3297.0
12665,12666,sanduiche de file de frango simples com picles,Fast Foods,250.0,16.28,20.89,11.19,2.123,1.4,35.0,0.03,0,3177.0
12666,12667,sanduiche de frango chick-fil-a,Fast Foods,249.0,16.28,20.89,11.19,2.123,1.4,35.0,0.03,0,3177.0
12667,12668,sanduiche de frango com bacon e tomate em pao multigraos com alface e pate,Fast Foods,223.0,18.08,12.18,11.2,4.17,1.2,46.0,0,0,1913.0
12668,12669,sanduiche de frango com pasta,Fast Foods,223.0,17.8,23.59,6.23,1.206,1.3,43.0,0,0,2745.0
12669,12670,sanduiche de frango com queijo e pasta,Fast Foods,236.0,17.54,21.35,8.78,2.985,1.1,48.0,0,0,2478.0
12670,12671,sanduiche de frango crocante com bacon e tomate com queijo alface e maionese,Fast Foods,257.0,15.38,22.61,11.76,3.372,1.2,38.0,0,0,3207.0
12671,12672,sanduiche de frango crocante wendys,Fast Foods,278.0,11.72,26.36,13.93,2.641,0,0,0.073,0,6634.0
12672,12673,sanduiche de frango estilo fajita com queijo no pao pita com alface e tomate,Fast Foods,156.0,10.52,15.26,5.74,2.174,1.2,24.0,0,0,1190.0
12673,12674,sanduiche de frango grelhado com bacon e tomate com queijo alface e maionese,Fast Foods,220.0,17.19,19.87,8.05,3.109,1.2,46.0,0.071,0,1880.0
12674,12675,sanduiche de frango original burger king,Fast Foods,286.0,12.14,26.22,14.69,2.723,2.4,31.0,0.082,0,7220.0
12675,12676,sanduiche de hamburguer de frango com queijo no pao de trigo com alface tomate e pate,Fast Foods,254.0,11.9,24.57,12.68,3.251,3.1,29.0,0,0,4900.0
12676,12677,sanduiche de linguica,Fast Foods,296.0,13.72,25.27,15.36,4.787,1.3,43.0,0,0,3369.0
12677,12678,sanduiche de manteiga de amendoim com manteiga de amendoim normal em pao branco,No Category,381.0,13.5,39.99,20.04,4.047,3.5,0.0,0,0,5405.0
12678,12679,sanduiche de manteiga de amendoim com manteiga de amendoim normal em pao de trigo,No Category,379.0,15.2,37.29,20.45,4.058,5.3,0.0,0,0,5377.0
12679,12680,sanduiche de manteiga de amendoim com manteiga de amendoim normal em pao integral,No Category,379.0,15.2,37.29,20.45,4.058,5.3,0.0,0,0,5377.0
12680,12681,sanduiche de manteiga de amendoim com manteiga de amendoim reduzida em pao branco,No Category,354.0,14.78,44.63,14.0,2.459,3.6,0.0,0,0,4239.0
12681,12682,sanduiche de manteiga de amendoim com manteiga de amendoim reduzida em pao de trigo,No Category,352.0,16.48,41.93,14.41,2.47,5.3,0.0,0,0,4211.0
12682,12683,sanduiche de manteiga de amendoim com manteiga de amendoim reduzida em pao de trigo integral,No Category,352.0,16.48,41.93,14.41,2.47,5.3,0.0,0,0,4211.0
12683,12684,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim com manteiga de amendoim com acucar reduzido em pao de trigo,No Category,339.0,12.48,37.35,16.81,3.334,4.6,0.0,0,0,4426.0
12684,12685,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim e geleia de acucar reduzida em pao branco,No Category,318.0,12.14,43.38,11.52,2.021,3.2,0.0,0,0,3491.0
12685,12686,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim e geleia de acucar reduzida em pao de trigo,No Category,316.0,13.54,41.16,11.85,2.03,4.6,0.0,0,0,3468.0
12686,12687,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim e geleia de acucar reduzida em pao de trigo integral,No Category,316.0,13.54,41.16,11.85,2.03,4.6,0.0,0,0,3468.0
12687,12688,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim e geleia regular em pao branco,No Category,361.0,11.11,45.34,16.46,3.325,3.1,0.0,0,0,4440.0
12688,12689,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim e geleia regular em pao de trigo,No Category,359.0,12.51,43.13,16.8,3.334,4.5,0.0,0,0,4418.0
12689,12690,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim e geleia regular em pao de trigo integral,No Category,359.0,12.51,43.13,16.8,3.334,4.5,0.0,0,0,4418.0
12690,12691,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim normal e geleia de acucar reduzida em pao branco,No Category,340.0,11.09,39.56,16.48,3.325,3.1,0.0,0,0,4449.0
12691,12692,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim normal e geleia de acucar reduzida em pao integral,No Category,339.0,12.48,37.35,16.81,3.334,4.6,0.0,0,0,4426.0
12692,12693,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim reduzida geleia regular em pao branco,No Category,339.0,12.17,49.15,11.5,2.021,3.1,0.0,0,0,3482.0
12693,12694,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim reduzida geleia regular em pao de trigo,No Category,337.0,13.56,46.94,11.84,2.03,4.6,0.0,0,0,3460.0
12694,12695,sanduiche de manteiga de amendoim e geleia com manteiga de amendoim reduzida geleia regular em pao de trigo integral,No Category,337.0,13.56,46.94,11.84,2.03,4.6,0.0,0,0,3460.0
12695,12696,sanduiche de manteiga de amendoim e geleia produto comercial congelado sem crosta,No Category,361.0,11.11,45.34,16.46,3.325,3.1,0.0,0,0,4440.0
12696,12697,sanduiche de manteiga de amendoim nfs,No Category,381.0,13.5,39.99,20.04,4.047,3.5,0.0,0,0,5405.0
12697,12698,sanduiche de mortadela,No category,315.972,8.602,32.814,16.559,5.38,1.446,25.617,0,7.018,2.865
12698,12699,sanduiche de ovo e bacon,Fast Foods,237.0,12.39,21.75,10.66,3.261,1.1,139.0,0,0,2524.0
12699,12700,sanduiche de ovo frito,Fast Foods,234.0,11.0,27.51,8.52,2.333,1.5,181.0,0,0,2346.0
12700,12701,sanduiche de ovo mexido,Fast Foods,205.0,9.44,24.49,7.32,2.071,1.3,144.0,0,0,2033.0
12701,12702,sanduiche de pastrami,Fast Foods,165.0,12.2,20.01,3.66,1.35,1.3,27.0,0,0,703.0
12702,12703,sanduiche de peixe com molho tartaro,Fast Foods,257.0,10.29,26.69,12.45,1.949,1.0,35.0,0.08,0,6257.0
12703,12704,sanduiche de peixe com molho tartaro e queijo,Fast Foods,279.0,11.26,26.39,14.64,2.833,0.8,37.0,0.128,0,5952.0
12704,12705,sanduiche de peixe premium burger king,Fast Foods,260.0,10.29,26.69,12.45,1.949,0.9,31.0,0.08,0,6257.0
12705,12706,sanduiche de peru com molho,Fast Foods,135.0,14.18,11.67,3.02,0.835,0.7,40.0,0,0,917.0
12706,12707,sanduiche de peru com pate,Fast Foods,223.0,20.06,18.7,6.93,1.456,1.0,60.0,0,0,3270.0
12707,12708,sanduiche de porco,Fast Foods,232.0,18.16,24.45,6.26,1.894,1.3,42.0,0,0,1225.0
12708,12709,sanduiche de presunto,No category,230.333,10.968,18.729,12.15,2.532,1.106,24.732,0,3.74,5.128
12709,12710,sanduiche de presunto com alface e pate,Fast Foods,215.0,11.39,23.7,8.0,2.038,1.9,27.0,0,0,2671.0
12710,12711,sanduiche de presunto com pate,Fast Foods,241.0,12.07,24.99,9.94,2.392,1.9,29.0,0,0,3694.0
12711,12712,sanduiche de presunto de peru e rosbife com alface tomate e pate,Fast Foods,166.0,7.8,15.18,8.06,2.072,1.0,19.0,0,0,2817.0
12712,12713,sanduiche de presunto e ovo,Fast Foods,219.0,12.22,22.36,8.54,2.464,1.4,154.0,0,0,2007.0
12713,12714,sanduiche de presunto e queijo com alface e pate,Fast Foods,232.0,12.25,21.0,10.74,4.022,1.5,36.0,0,0,2365.0
12714,12715,sanduiche de presunto e queijo com pate grelhado,Fast Foods,255.0,13.26,22.89,12.06,4.475,1.6,41.0,0,0,2737.0
12715,12716,sanduiche de presunto e queijo no pao com alface e pate,Fast Foods,213.0,11.78,17.01,10.62,4.0,1.1,36.0,0,0,2276.0
12716,12717,sanduiche de presunto e tomate com alface e pate,Fast Foods,237.0,10.83,19.39,12.98,3.955,1.4,30.0,0,0,3492.0
